Provider,total_claims,num_inpatient_claims,num_outpatient_claims,total_claim_amount,avg_claim_amount,max_claim_amount,std_claim_amount,unique_patients,unique_physicians,avg_claim_duration,avg_patient_age,avg_num_diagnosis_codes,avg_num_procedure_codes,total_deductible_paid,claims_per_patient,claims_per_physician,inpatient_ratio,PotentialFraud
PRV56307,12,0,12,1330,110.83333333333333,400,122.87897470374021,12,3,1.6666666666666667,70.5,2.3333333333333335,0.0,0.0,1.0,4.0,0.0,0
PRV56308,15,0,15,5030,335.3333333333333,1700,534.6409565128287,9,3,1.4666666666666666,73.73333333333333,1.6,0.0,0.0,1.6666666666666667,5.0,0.0,0
PRV56309,3,0,3,1320,440.0,1200,658.4831053261731,3,1,0.0,60.333333333333336,3.3333333333333335,0.0,0.0,1.0,3.0,0.0,0
PRV56310,1,0,1,80,80.0,80,0.0,1,1,0.0,75.0,1.0,0.0,0.0,1.0,1.0,0.0,0
PRV56311,19,0,19,7670,403.6842105263158,2000,654.728192342405,10,2,0.631578947368421,74.73684210526316,3.0526315789473686,0.0,100.0,1.9,9.5,0.0,0
PRV56313,3,0,3,100,33.333333333333336,70,32.145502536643185,3,1,0.0,69.0,3.0,0.0,0.0,1.0,3.0,0.0,0
PRV56314,8,0,8,3740,467.5,2200,727.515341026271,8,3,2.5,73.25,2.125,0.0,0.0,1.0,2.6666666666666665,0.0,0
PRV56316,6,0,6,4450,741.6666666666666,2200,824.7767374669746,5,3,3.6666666666666665,77.83333333333333,3.5,0.0,0.0,1.2,2.0,0.0,0
PRV56317,2,0,2,10,5.0,10,7.0710678118654755,2,2,0.0,82.0,3.5,0.0,0.0,1.0,1.0,0.0,0
PRV56318,1,0,1,200,200.0,200,0.0,1,1,0.0,83.0,6.0,0.0,0.0,1.0,1.0,0.0,0
PRV56319,13,0,13,6480,498.46153846153845,3300,912.449506857285,12,2,1.5384615384615385,77.38461538461539,2.3076923076923075,0.0,0.0,1.0833333333333333,6.5,0.0,0
PRV56321,7,0,7,3910,558.5714285714286,2600,966.2026801078638,6,2,0.0,71.71428571428571,2.4285714285714284,0.0,20.0,1.1666666666666667,3.5,0.0,0
PRV56322,37,0,37,6800,183.78378378378378,1500,339.5205062646057,27,3,0.0,68.89189189189189,2.2162162162162162,0.0,220.0,1.3703703703703705,12.333333333333334,0.0,0
PRV56324,1,0,1,100,100.0,100,0.0,1,1,0.0,66.0,4.0,0.0,0.0,1.0,1.0,0.0,0
PRV56328,15,0,15,2100,140.0,600,147.26070176973315,13,3,2.2,81.33333333333333,3.2666666666666666,0.0,0.0,1.1538461538461537,5.0,0.0,0
PRV56329,14,14,0,177000,12642.857142857143,32000,7571.273064959144,13,2,5.714285714285714,69.78571428571429,8.357142857142858,1.0,14952.0,1.0769230769230769,7.0,1.0,0
PRV56330,16,0,16,3130,195.625,1000,271.04658271227106,15,3,0.0625,71.125,2.3125,0.0,0.0,1.0666666666666667,5.333333333333333,0.0,0
PRV56331,1,0,1,10,10.0,10,0.0,1,1,0.0,65.0,2.0,0.0,0.0,1.0,1.0,0.0,0
PRV56333,42,0,42,11600,276.1904761904762,3300,644.3221144925557,33,2,1.5952380952380953,72.76190476190476,2.7142857142857144,0.0,0.0,1.2727272727272727,21.0,0.0,0
PRV56334,8,0,8,670,83.75,300,92.72655652893773,8,1,0.0,68.75,1.5,0.0,0.0,1.0,8.0,0.0,0
PRV56335,18,18,0,156000,8666.666666666666,29000,6677.442271867099,18,3,5.0,77.88888888888889,7.277777777777778,0.9444444444444444,19224.0,1.0,6.0,1.0,0
PRV56336,21,21,0,237000,11285.714285714286,39000,9701.251760174338,21,1,4.571428571428571,71.42857142857143,8.619047619047619,0.6666666666666666,22428.0,1.0,21.0,1.0,0
PRV56337,2,0,2,180,90.0,100,14.142135623730951,2,1,0.0,89.5,2.0,0.0,30.0,1.0,2.0,0.0,0
PRV56338,10,10,0,97400,9740.0,28000,8017.231442337187,10,3,5.2,67.9,8.3,0.6,10680.0,1.0,3.3333333333333335,1.0,0
PRV56339,1,1,0,9000,9000.0,9000,0.0,1,1,3.0,45.0,3.0,1.0,1068.0,1.0,1.0,1.0,0
PRV56340,3,3,0,57000,19000.0,48000,25119.71337416094,3,1,6.0,66.0,8.333333333333334,1.6666666666666667,3204.0,1.0,3.0,1.0,0
PRV56341,1,1,0,18000,18000.0,18000,0.0,1,1,5.0,76.0,9.0,1.0,1068.0,1.0,1.0,1.0,0
PRV56342,5,5,0,52000,10400.0,20000,5941.3803110051795,5,1,2.6,69.0,8.0,1.0,5340.0,1.0,5.0,1.0,0
PRV56344,11,0,11,3520,320.0,1400,517.2233560078275,10,5,0.0,72.81818181818181,2.1818181818181817,0.0,0.0,1.1,2.2,0.0,0
PRV56345,572,0,572,134510,235.15734265734267,3300,469.8285371912828,243,10,1.1451048951048952,73.36888111888112,2.5996503496503496,0.0017482517482517483,2140.0,2.353909465020576,57.2,0.0,0
PRV56346,42,0,42,16050,382.14285714285717,3300,765.6323250378456,25,14,2.119047619047619,75.73809523809524,2.9523809523809526,0.0,140.0,1.68,3.0,0.0,0
PRV56347,51,9,42,106110,2080.5882352941176,41000,6362.676924617407,43,19,1.6470588235294117,74.33333333333333,3.980392156862745,0.11764705882352941,9842.0,1.186046511627907,2.6842105263157894,0.17647058823529413,0
PRV56348,58,0,58,11200,193.10344827586206,2010,347.4882650879964,36,28,0.27586206896551724,75.55172413793103,2.8275862068965516,0.0,220.0,1.6111111111111112,2.0714285714285716,0.0,0
PRV56349,61,31,30,288280,4725.901639344263,43000,7458.315801182189,51,33,3.0,70.11475409836065,5.459016393442623,0.4262295081967213,31062.0,1.196078431372549,1.8484848484848484,0.5081967213114754,0
PRV56350,158,66,92,812530,5142.594936708861,57000,8981.825044026567,119,80,3.721518987341772,74.82278481012658,4.7594936708860756,0.2974683544303797,69530.0,1.3277310924369747,1.975,0.4177215189873418,1
PRV56351,29,0,29,10920,376.55172413793105,2900,663.0033174990741,17,13,2.1379310344827585,73.27586206896552,2.413793103448276,0.0,90.0,1.7058823529411764,2.230769230769231,0.0,0
PRV56352,24,4,20,37730,1572.0833333333333,18000,4120.547641068944,22,14,1.4583333333333333,75.29166666666667,4.208333333333333,0.08333333333333333,4312.0,1.0909090909090908,1.7142857142857142,0.16666666666666666,0
PRV56353,96,0,96,29340,305.625,6050,816.2066463057528,46,25,0.875,72.53125,2.7291666666666665,0.0,320.0,2.0869565217391304,3.84,0.0,0
PRV56354,11,3,8,70470,6406.363636363636,57000,16910.952825152857,9,7,1.5454545454545454,74.54545454545455,3.8181818181818183,0.18181818181818182,3204.0,1.2222222222222223,1.5714285714285714,0.2727272727272727,0
PRV56355,115,4,111,76130,662.0,25000,2581.2540132078734,35,16,1.391304347826087,75.2,3.1043478260869564,0.034782608695652174,4592.0,3.2857142857142856,7.1875,0.034782608695652174,0
PRV56357,16,0,16,1690,105.625,400,126.5421537143519,13,6,2.125,69.8125,2.0625,0.0,0.0,1.2307692307692308,2.6666666666666665,0.0,0
PRV56358,4,0,4,240,60.0,100,40.824829046386306,4,4,0.0,76.5,1.75,0.0,0.0,1.0,1.0,0.0,0
PRV56360,78,0,78,25060,321.28205128205127,2200,541.1180320491312,34,6,2.6666666666666665,71.74358974358974,3.1923076923076925,0.0,50.0,2.2941176470588234,13.0,0.0,0
PRV56361,114,7,107,105550,925.8771929824561,12000,2097.9032142330584,51,19,2.192982456140351,74.07894736842105,3.2280701754385963,0.03508771929824561,7686.0,2.235294117647059,6.0,0.06140350877192982,1
PRV56362,60,0,60,13210,220.16666666666666,3300,541.6687700958726,51,18,0.6333333333333333,74.75,2.816666666666667,0.0,290.0,1.1764705882352942,3.3333333333333335,0.0,0
PRV56363,19,0,19,10420,548.421052631579,3300,1046.9652607942355,8,2,2.5789473684210527,71.26315789473684,2.1578947368421053,0.0,280.0,2.375,9.5,0.0,0
PRV56364,79,0,79,31280,395.9493670886076,3300,728.0946666178007,28,1,1.6962025316455696,77.31645569620254,2.392405063291139,0.0,320.0,2.8214285714285716,79.0,0.0,0
PRV56366,9,0,9,1880,208.88888888888889,1200,390.4947004904306,8,2,0.0,69.11111111111111,2.2222222222222223,0.0,0.0,1.125,4.5,0.0,0
PRV56367,45,0,45,10550,234.44444444444446,3300,516.1023310949256,14,4,1.4444444444444444,76.53333333333333,2.7777777777777777,0.0,0.0,3.2142857142857144,11.25,0.0,0
PRV56368,34,1,33,9050,266.1764705882353,4000,692.9515908837918,12,7,1.3823529411764706,72.3529411764706,2.7058823529411766,0.0,1108.0,2.8333333333333335,4.857142857142857,0.029411764705882353,0
PRV56369,1,0,1,80,80.0,80,0.0,1,1,1.0,57.0,5.0,0.0,0.0,1.0,1.0,0.0,0
PRV56370,9,0,9,1620,180.0,500,143.87494569938158,3,2,0.5555555555555556,67.0,2.6666666666666665,0.0,0.0,3.0,4.5,0.0,0
PRV56373,1,0,1,10,10.0,10,0.0,1,1,0.0,85.0,4.0,0.0,0.0,1.0,1.0,0.0,0
PRV56374,25,0,25,7570,302.8,2300,501.67652260528735,11,6,3.36,73.72,2.36,0.0,390.0,2.272727272727273,4.166666666666667,0.0,0
PRV56375,54,0,54,15220,281.85185185185185,3000,590.0210232073894,29,4,1.6111111111111112,74.16666666666667,2.7777777777777777,0.018518518518518517,390.0,1.8620689655172413,13.5,0.0,0
PRV56376,20,0,20,10780,539.0,6900,1508.442556867321,10,6,1.0,70.0,3.05,0.0,70.0,2.0,3.3333333333333335,0.0,0
PRV56377,1,0,1,60,60.0,60,0.0,1,1,0.0,66.0,4.0,0.0,0.0,1.0,1.0,0.0,0
PRV56378,31,0,31,4480,144.51612903225808,600,173.9317626671912,19,1,1.2580645161290323,76.61290322580645,2.7419354838709675,0.0,0.0,1.631578947368421,31.0,0.0,0
PRV56379,53,0,53,16520,311.6981132075472,3300,738.4800811048862,26,11,0.7169811320754716,73.32075471698113,3.1132075471698113,0.0,60.0,2.0384615384615383,4.818181818181818,0.0,0
PRV56380,21,0,21,6040,287.6190476190476,800,313.95707926251265,10,3,1.0476190476190477,67.19047619047619,2.142857142857143,0.0,0.0,2.1,7.0,0.0,0
PRV56381,8,0,8,4720,590.0,3300,1112.2563938743106,1,3,7.5,83.0,1.375,0.0,0.0,8.0,2.6666666666666665,0.0,0
PRV56384,49,2,47,29790,607.9591836734694,14000,2085.0689233130843,23,8,1.489795918367347,76.12244897959184,2.673469387755102,0.0,2146.0,2.130434782608696,6.125,0.04081632653061224,0
PRV56385,22,0,22,2770,125.9090909090909,1500,317.81484713001856,11,2,0.9090909090909091,71.63636363636364,2.6363636363636362,0.0,100.0,2.0,11.0,0.0,0
PRV56387,1,0,1,90,90.0,90,0.0,1,1,0.0,78.0,7.0,0.0,0.0,1.0,1.0,0.0,0
PRV56388,7,0,7,5300,757.1428571428571,2400,741.298731635101,6,5,2.4285714285714284,70.28571428571429,2.2857142857142856,0.0,0.0,1.1666666666666667,1.4,0.0,0
PRV56389,15,0,15,6520,434.6666666666667,2700,738.8878386434832,13,2,4.0,76.93333333333334,2.466666666666667,0.0,200.0,1.1538461538461537,7.5,0.0,0
PRV56390,5,2,3,40220,8044.0,29000,12634.145400461402,5,5,6.6,62.8,6.4,0.2,2216.0,1.0,1.0,0.4,0
PRV56391,2,0,2,150,75.0,100,35.35533905932738,2,2,0.0,70.5,3.0,0.0,0.0,1.0,1.0,0.0,0
PRV56392,20,6,14,41860,2093.0,11000,3226.8904699823884,10,7,3.4,72.0,4.3,0.2,6458.0,2.0,2.857142857142857,0.3,1
PRV56393,10,0,10,2580,258.0,700,255.46471815540835,8,1,2.1,78.8,3.4,0.0,0.0,1.25,10.0,0.0,0
PRV56394,32,0,32,15920,497.5,3300,831.1670768728868,14,5,2.96875,68.28125,2.5,0.0,0.0,2.2857142857142856,6.4,0.0,0
PRV56395,7,7,0,107000,15285.714285714286,37000,12120.427463780388,7,2,5.0,69.57142857142857,8.857142857142858,0.5714285714285714,7476.0,1.0,3.5,1.0,0
PRV56396,83,32,51,289380,3486.5060240963853,29000,5764.247128665557,71,31,3.5421686746987953,74.09638554216868,4.843373493975903,0.26506024096385544,32270.0,1.1690140845070423,2.6774193548387095,0.3855421686746988,1
PRV56397,47,0,47,9600,204.25531914893617,2400,398.5776051260885,43,20,1.3617021276595744,71.2127659574468,2.6808510638297873,0.0,80.0,1.0930232558139534,2.35,0.0,0
PRV56398,19,1,18,6030,317.36842105263156,4000,905.5866245163542,19,12,0.3157894736842105,74.52631578947368,2.473684210526316,0.0,1068.0,1.0,1.5833333333333333,0.05263157894736842,0
PRV56400,9,3,6,49800,5533.333333333333,28000,10085.332171029371,9,7,3.2222222222222223,74.77777777777777,3.4444444444444446,0.2222222222222222,3204.0,1.0,1.2857142857142858,0.3333333333333333,1
PRV56401,143,0,143,27390,191.53846153846155,3300,409.50899436769294,39,1,0.5034965034965035,74.67132867132867,2.5174825174825175,0.0,430.0,3.6666666666666665,143.0,0.0,0
PRV56403,34,10,24,78660,2313.529411764706,15000,3689.21514388855,31,8,1.1176470588235294,71.73529411764706,3.588235294117647,0.14705882352941177,9892.0,1.096774193548387,4.25,0.29411764705882354,1
PRV56404,363,0,363,131660,362.69972451790636,8030,808.321968067612,143,39,1.6253443526170799,70.25619834710744,2.56198347107438,0.0,1180.0,2.5384615384615383,9.307692307692308,0.0,0
PRV56405,60,0,60,24090,401.5,3300,807.7334368990464,53,21,0.9666666666666667,70.63333333333334,2.783333333333333,0.0,260.0,1.1320754716981132,2.857142857142857,0.0,0
PRV56406,201,0,201,44770,222.7363184079602,3300,465.0580341466837,72,7,0.8507462686567164,74.12437810945273,2.5870646766169156,0.0,870.0,2.7916666666666665,28.714285714285715,0.0,0
PRV56407,40,5,35,39500,987.5,10000,2542.877181260306,39,18,2.05,69.475,3.175,0.15,5440.0,1.0256410256410255,2.2222222222222223,0.125,0
PRV56408,68,3,65,79570,1170.1470588235295,57000,6928.923263393182,25,14,1.75,71.69117647058823,3.235294117647059,0.058823529411764705,3554.0,2.72,4.857142857142857,0.04411764705882353,0
PRV56410,350,0,350,92530,264.37142857142857,3300,534.3346335527946,172,19,1.1914285714285715,74.71428571428571,2.537142857142857,0.0,1030.0,2.0348837209302326,18.42105263157895,0.0,0
PRV56411,75,4,71,110650,1475.3333333333333,80000,9277.32084073748,35,15,1.76,71.25333333333333,3.04,0.08,4572.0,2.142857142857143,5.0,0.05333333333333334,0
PRV56412,112,9,103,111360,994.2857142857143,21000,3170.413823071652,77,11,1.5357142857142858,70.75,3.205357142857143,0.05357142857142857,9862.0,1.4545454545454546,10.181818181818182,0.08035714285714286,0
PRV56413,12,0,12,8650,720.8333333333334,3300,1224.7482734559512,12,4,2.75,71.33333333333333,2.25,0.0,30.0,1.0,3.0,0.0,0
PRV56414,27,0,27,5900,218.5185185185185,1500,353.5392884673901,26,24,0.14814814814814814,69.88888888888889,2.4074074074074074,0.0,200.0,1.0384615384615385,1.125,0.0,0
PRV56415,41,0,41,15990,390.0,6300,1048.196069445025,41,20,0.9512195121951219,73.7560975609756,2.5121951219512195,0.0,210.0,1.0,2.05,0.0,0
PRV56416,1592,214,1378,2744870,1724.1645728643216,57000,5365.906087403331,695,52,2.141959798994975,70.43467336683418,3.3115577889447234,0.1092964824120603,226962.0,2.2906474820143883,30.615384615384617,0.13442211055276382,1
PRV56417,119,0,119,20230,170.0,3300,379.8327017990054,44,13,0.8319327731092437,70.1344537815126,2.7983193277310923,0.0,210.0,2.7045454545454546,9.153846153846153,0.0,0
PRV56418,29,0,29,9790,337.58620689655174,2400,538.7595221061977,27,14,0.4827586206896552,69.79310344827586,2.793103448275862,0.0,0.0,1.0740740740740742,2.0714285714285716,0.0,0
PRV56421,133,46,87,510750,3840.2255639097743,79000,9165.74572229151,100,43,2.601503759398496,71.30827067669173,4.481203007518797,0.2781954887218045,46054.0,1.33,3.0930232558139537,0.3458646616541353,1
PRV56423,12,2,10,15490,1290.8333333333333,9000,2808.89320918508,10,9,0.3333333333333333,74.08333333333333,3.25,0.16666666666666666,2136.0,1.2,1.3333333333333333,0.16666666666666666,0
PRV56425,381,8,373,135450,355.51181102362204,12000,1072.6865255502075,138,54,1.4173228346456692,68.26509186351706,2.7086614173228347,0.010498687664041995,9714.0,2.760869565217391,7.055555555555555,0.02099737532808399,1
PRV56426,436,0,436,127230,291.8119266055046,3300,570.4429990119932,262,51,1.385321100917431,72.70642201834862,2.6513761467889907,0.0,1240.0,1.6641221374045803,8.549019607843137,0.0,0
PRV56427,23,0,23,10460,454.7826086956522,3300,830.0266675081613,20,13,1.0,71.17391304347827,2.9130434782608696,0.0,20.0,1.15,1.7692307692307692,0.0,0
PRV56428,311,8,303,172930,556.0450160771704,32000,2398.1019614107017,151,18,1.472668810289389,72.41800643086816,2.819935691318328,0.012861736334405145,9194.0,2.0596026490066226,17.27777777777778,0.02572347266881029,1
PRV56430,38,0,38,11130,292.89473684210526,2200,536.0209147529895,36,13,2.736842105263158,74.84210526315789,2.763157894736842,0.0,90.0,1.0555555555555556,2.923076923076923,0.0,0
PRV56432,25,6,19,54080,2163.2,19000,4374.2034703474865,18,13,1.88,72.28,3.52,0.2,5340.0,1.3888888888888888,1.9230769230769231,0.24,0
PRV56433,121,0,121,39510,326.5289256198347,3300,690.4439522797411,114,71,1.6694214876033058,71.9090909090909,2.7107438016528924,0.0,460.0,1.0614035087719298,1.704225352112676,0.0,0
PRV56435,260,4,256,100030,384.7307692307692,17000,1342.5882356397176,115,48,1.3192307692307692,71.28846153846153,2.7615384615384615,0.011538461538461539,4892.0,2.260869565217391,5.416666666666667,0.015384615384615385,1
PRV56437,719,39,680,469300,652.712100139082,23000,2027.0755762744993,329,8,1.7524339360222532,72.0904033379694,2.8094575799721837,0.037552155771905425,42294.0,2.185410334346505,89.875,0.054242002781641166,1
PRV56438,133,64,69,827300,6220.300751879699,57000,10632.194387078362,126,59,4.097744360902255,72.99248120300751,5.451127819548872,0.38345864661654133,66276.0,1.0555555555555556,2.2542372881355934,0.48120300751879697,1
PRV56439,443,0,443,134960,304.65011286681715,3300,586.2369850507471,237,40,1.670428893905192,72.12641083521444,2.6997742663656883,0.0,1570.0,1.869198312236287,11.075,0.0,0
PRV56440,89,0,89,29150,327.5280898876405,3300,676.955552621233,72,16,0.7191011235955056,73.11235955056179,2.550561797752809,0.0,110.0,1.2361111111111112,5.5625,0.0,0
PRV56441,35,0,35,3980,113.71428571428571,800,169.7071129967176,34,26,1.6,72.14285714285714,2.657142857142857,0.0,140.0,1.0294117647058822,1.3461538461538463,0.0,0
PRV56442,1330,81,1249,1234150,927.9323308270676,57000,3622.4565674521677,611,81,1.7533834586466166,69.89172932330827,2.9571428571428573,0.04661654135338346,87154.0,2.176759410801964,16.419753086419753,0.06090225563909774,1
PRV56444,1317,0,1317,383140,290.91875474563403,10300,661.0354939375462,790,249,1.569476082004556,71.97190584662111,2.633257403189066,0.0,4690.0,1.6670886075949367,5.289156626506024,0.0,1
PRV56445,55,32,23,215750,3922.7272727272725,21000,4572.169618117314,50,23,3.290909090909091,73.2909090909091,5.327272727272727,0.3090909090909091,34266.0,1.1,2.391304347826087,0.5818181818181818,0
PRV56447,170,0,170,50870,299.2352941176471,3300,563.4246540210935,101,20,0.9941176470588236,69.09411764705882,2.8,0.0,380.0,1.683168316831683,8.5,0.0,1
PRV56448,584,0,584,198950,340.6678082191781,3300,643.6466642466767,315,1,1.4349315068493151,70.2722602739726,2.654109589041096,0.0017123287671232876,2260.0,1.853968253968254,584.0,0.0,0
PRV56449,135,13,122,211880,1569.4814814814815,57000,5885.56218779868,109,70,2.637037037037037,71.35555555555555,2.911111111111111,0.08148148148148149,14444.0,1.238532110091743,1.9285714285714286,0.0962962962962963,0
PRV56451,259,0,259,72950,281.66023166023166,2600,504.08788647250606,86,25,1.2046332046332047,70.2007722007722,2.555984555984556,0.0,530.0,3.011627906976744,10.36,0.0,0
PRV56452,110,4,106,63150,574.0909090909091,14000,1581.1639513981465,82,45,1.3545454545454545,72.26363636363637,2.8454545454545452,0.0,4432.0,1.3414634146341464,2.4444444444444446,0.03636363636363636,0
PRV56453,115,0,115,43550,378.69565217391306,7030,872.4099729747724,57,18,1.2434782608695651,71.3391304347826,2.8260869565217392,0.017391304347826087,210.0,2.017543859649123,6.388888888888889,0.0,0
PRV56454,159,0,159,43910,276.1635220125786,3300,505.81529467960996,86,37,0.49056603773584906,70.63522012578616,2.270440251572327,0.0,530.0,1.8488372093023255,4.297297297297297,0.0,0
PRV56455,13,0,13,4860,373.84615384615387,3300,883.181167348452,12,5,1.6153846153846154,66.6923076923077,3.076923076923077,0.0,30.0,1.0833333333333333,2.6,0.0,0
PRV56456,46,14,32,114710,2493.695652173913,14000,3705.7632944108686,37,17,2.9130434782608696,70.21739130434783,4.869565217391305,0.17391304347826086,15062.0,1.2432432432432432,2.7058823529411766,0.30434782608695654,0
PRV56458,54,7,47,53410,989.074074074074,10000,2061.8294390950327,48,24,1.2592592592592593,67.87037037037037,2.7037037037037037,0.018518518518518517,6618.0,1.125,2.25,0.12962962962962962,0
PRV56461,115,10,105,135180,1175.4782608695652,28000,3897.2861100573655,103,73,1.2869565217391303,71.35652173913043,3.139130434782609,0.06956521739130435,10870.0,1.116504854368932,1.5753424657534247,0.08695652173913043,0
PRV56463,18,0,18,1660,92.22222222222223,400,98.61127220828229,17,3,2.2222222222222223,74.66666666666667,2.1666666666666665,0.0,110.0,1.0588235294117647,6.0,0.0,0
PRV56464,84,0,84,14920,177.61904761904762,3300,425.13107559909787,78,42,0.5595238095238095,70.08333333333333,2.238095238095238,0.0,270.0,1.0769230769230769,2.0,0.0,0
PRV56466,56,0,56,8190,146.25,1300,215.10726711024057,45,14,1.0892857142857142,73.26785714285714,2.4642857142857144,0.0,180.0,1.2444444444444445,4.0,0.0,0
PRV56467,349,0,349,95720,274.269340974212,3300,543.0891278696312,188,28,1.5530085959885387,71.41833810888252,2.5902578796561606,0.0,920.0,1.8563829787234043,12.464285714285714,0.0,0
PRV56468,34,5,29,47270,1390.2941176470588,16000,3306.7511156989835,32,18,2.4411764705882355,72.76470588235294,3.2058823529411766,0.11764705882352941,5340.0,1.0625,1.8888888888888888,0.14705882352941177,0
PRV56469,131,36,95,430560,3286.7175572519086,57000,8116.868233002197,121,74,2.66412213740458,70.20610687022901,4.2748091603053435,0.19083969465648856,37500.0,1.0826446280991735,1.7702702702702702,0.2748091603053435,0
PRV56470,37,5,32,35610,962.4324324324324,11000,2217.932477438048,26,13,1.2702702702702702,71.10810810810811,3.6216216216216215,0.02702702702702703,5470.0,1.4230769230769231,2.8461538461538463,0.13513513513513514,0
PRV56471,43,0,43,10490,243.95348837209303,1700,376.00113687064527,21,10,2.395348837209302,76.79069767441861,2.697674418604651,0.0,190.0,2.0476190476190474,4.3,0.0,0
PRV56473,55,7,48,71310,1296.5454545454545,16000,3614.5437795117023,50,38,1.7636363636363637,74.65454545454546,3.4545454545454546,0.10909090909090909,7646.0,1.1,1.4473684210526316,0.12727272727272726,0
PRV56474,31,1,30,13970,450.64516129032256,7000,1261.332458114225,27,10,0.9032258064516129,71.09677419354838,2.4516129032258065,0.0,1208.0,1.1481481481481481,3.1,0.03225806451612903,0
PRV56475,34,0,34,11180,328.8235294117647,3300,686.4302242492847,18,11,1.2058823529411764,68.52941176470588,2.676470588235294,0.0,0.0,1.8888888888888888,3.090909090909091,0.0,0
PRV56476,4,1,3,6700,1675.0,6000,2884.8743473503314,4,4,1.5,78.5,3.25,0.25,1068.0,1.0,1.0,0.25,0
PRV56477,9,0,9,4460,495.55555555555554,3000,989.0160654801203,8,6,1.4444444444444444,68.66666666666667,3.111111111111111,0.0,70.0,1.125,1.5,0.0,0
PRV56478,152,67,85,638850,4202.960526315789,57000,7455.215947215987,127,52,3.6973684210526314,73.50657894736842,5.322368421052632,0.29605263157894735,70698.0,1.1968503937007875,2.923076923076923,0.4407894736842105,0
PRV56479,140,0,140,38990,278.5,3300,560.4467963248532,118,72,1.5214285714285714,71.58571428571429,2.692857142857143,0.0,700.0,1.1864406779661016,1.9444444444444444,0.0,0
PRV56480,21,0,21,3120,148.57142857142858,580,161.8420746989396,19,6,1.0952380952380953,67.80952380952381,2.3333333333333335,0.0,70.0,1.105263157894737,3.5,0.0,0
PRV56481,128,78,50,668910,5225.859375,40000,7083.06581240804,85,27,3.6953125,69.921875,6.1484375,0.421875,79182.0,1.5058823529411764,4.7407407407407405,0.609375,1
PRV56482,28,0,28,14780,527.8571428571429,5200,1050.1158918154636,21,12,1.5,77.42857142857143,3.3214285714285716,0.0,0.0,1.3333333333333333,2.3333333333333335,0.0,0
PRV56483,32,2,30,25850,807.8125,7000,1607.9976215176596,29,25,1.71875,71.625,2.8125,0.03125,2226.0,1.103448275862069,1.28,0.0625,0
PRV56484,9,0,9,6980,775.5555555555555,3300,1144.2913867445554,9,7,2.4444444444444446,73.33333333333333,3.5555555555555554,0.0,0.0,1.0,1.2857142857142858,0.0,0
PRV56485,48,1,47,26790,558.125,10000,1542.556121603967,22,5,2.3125,70.3125,3.25,0.020833333333333332,1208.0,2.1818181818181817,9.6,0.020833333333333332,0
PRV56486,77,0,77,26220,340.5194805194805,8000,1012.271931563503,37,8,1.8181818181818181,65.66233766233766,2.8051948051948052,0.0,270.0,2.081081081081081,9.625,0.0,0
PRV56487,27,1,26,12230,452.962962962963,9000,1718.592480479335,27,18,2.074074074074074,69.74074074074075,3.3333333333333335,0.037037037037037035,1358.0,1.0,1.5,0.037037037037037035,0
PRV56489,21,0,21,9350,445.23809523809524,3300,815.2460919723508,20,10,1.7619047619047619,72.28571428571429,1.8095238095238095,0.0,100.0,1.05,2.1,0.0,0
PRV56490,14,11,3,78170,5583.571428571428,19000,6098.834197732265,14,5,2.2857142857142856,73.42857142857143,6.5,0.5,10680.0,1.0,2.8,0.7857142857142857,0
PRV56494,560,0,560,185430,331.125,3300,637.534651273356,257,31,2.007142857142857,71.41071428571429,2.664285714285714,0.0,1450.0,2.178988326848249,18.06451612903226,0.0,0
PRV56495,36,0,36,11750,326.3888888888889,3300,606.3810813943785,23,3,0.8055555555555556,69.52777777777777,2.9722222222222223,0.0,220.0,1.565217391304348,12.0,0.0,0
PRV56496,41,0,41,13620,332.1951219512195,3300,639.8730819276662,28,1,1.6829268292682926,67.95121951219512,2.4878048780487805,0.0,130.0,1.4642857142857142,41.0,0.0,0
PRV56497,30,0,30,12540,418.0,3300,833.7178882819892,23,5,1.4666666666666666,66.2,2.966666666666667,0.0,70.0,1.3043478260869565,6.0,0.0,0
PRV56498,7,0,7,2510,358.57142857142856,2000,730.8540340229498,6,3,1.0,76.28571428571429,3.7142857142857144,0.0,0.0,1.1666666666666667,2.3333333333333335,0.0,0
PRV56500,151,3,148,65010,430.5298013245033,8000,1055.0707957791078,74,3,1.5695364238410596,66.32450331125828,2.76158940397351,0.0,4074.0,2.0405405405405403,50.333333333333336,0.019867549668874173,0
PRV56501,232,6,226,175190,755.1293103448276,35000,2936.827363254679,126,14,1.6896551724137931,70.70258620689656,2.831896551724138,0.021551724137931036,5810.0,1.8412698412698412,16.571428571428573,0.02586206896551724,1
PRV56502,7,0,7,1410,201.42857142857142,700,234.05331098053787,6,4,1.1428571428571428,68.14285714285714,3.4285714285714284,0.0,0.0,1.1666666666666667,1.75,0.0,0
PRV56504,66,0,66,17090,258.93939393939394,3300,587.9014276033769,38,7,1.5606060606060606,72.78787878787878,2.727272727272727,0.0,200.0,1.736842105263158,9.428571428571429,0.0,0
PRV56507,42,7,35,260300,6197.619047619048,99000,19820.778061753448,26,10,3.8333333333333335,68.80952380952381,4.190476190476191,0.2857142857142857,8673.0,1.6153846153846154,4.2,0.16666666666666666,0
