Provider,ActualLabel,FraudProbability,RecommendedAction,TopReasons
PRV55494,No Fraud,0.0014,No action needed,std_claim_amount = 1598.28 (contributed +0.031 to fraud score) | inpatient_ratio = 0.17 (contributed +0.0 to fraud score)
PRV55148,No Fraud,0.0014,No action needed,avg_claim_duration = 7.0 (contributed +0.17 to fraud score) | avg_num_diagnosis_codes = 9.0 (contributed +0.137 to fraud score) | avg_claim_amount = 7000.0 (contributed +0.107 to fraud score)
PRV55600,No Fraud,0.0014,No action needed,total_deductible_paid = 4272.0 (contributed +0.277 to fraud score) | avg_claim_amount = 6250.0 (contributed +0.011 to fraud score)
PRV55587,No Fraud,0.0014,No action needed,inpatient_ratio = 0.0 (contributed +0.078 to fraud score)
PRV55589,No Fraud,0.0014,No action needed,total_claims = 20.0 (contributed +0.213 to fraud score) | max_claim_amount = 500.0 (contributed +0.03 to fraud score) | num_outpatient_claims = 20.0 (contributed +0.015 to fraud score)
PRV51500,No Fraud,0.0014,No action needed,avg_claim_duration = 0.0 (contributed +0.363 to fraud score)
PRV56937,No Fraud,0.0014,No action needed,max_claim_amount = 200.0 (contributed +0.267 to fraud score) | unique_physicians = 2.0 (contributed +0.115 to fraud score)
PRV56947,No Fraud,0.0014,No action needed,avg_claim_duration = 1.0 (contributed +0.087 to fraud score) | inpatient_ratio = 0.0 (contributed +0.04 to fraud score)
PRV51706,No Fraud,0.0014,No action needed,avg_claim_duration = 0.0 (contributed +0.245 to fraud score)
PRV54900,No Fraud,0.0014,No action needed,avg_num_diagnosis_codes = 3.5 (contributed +0.035 to fraud score) | inpatient_ratio = 0.0 (contributed +0.008 to fraud score) | num_outpatient_claims = 14.0 (contributed +0.006 to fraud score)
PRV51363,No Fraud,0.0014,No action needed,avg_patient_age = 78.33 (contributed +0.06 to fraud score) | inpatient_ratio = 0.0 (contributed +0.014 to fraud score)
PRV57455,No Fraud,0.0014,No action needed,unique_physicians = 2.0 (contributed +0.049 to fraud score) | num_outpatient_claims = 6.0 (contributed +0.008 to fraud score)
PRV53375,No Fraud,0.0014,No action needed,unique_physicians = 4.0 (contributed +0.013 to fraud score)
PRV53390,No Fraud,0.0014,No action needed,unique_physicians = 4.0 (contributed +0.016 to fraud score)
PRV51983,No Fraud,0.0014,No action needed,unique_patients = 39.0 (contributed +0.022 to fraud score)
PRV54802,No Fraud,0.0014,No action needed,total_claims = 17.0 (contributed +0.271 to fraud score) | max_claim_amount = 500.0 (contributed +0.016 to fraud score) | inpatient_ratio = 0.0 (contributed +0.009 to fraud score)
PRV52993,No Fraud,0.0014,No action needed,claims_per_physician = 1.25 (contributed +0.005 to fraud score)
PRV53586,No Fraud,0.0014,No action needed,std_claim_amount = 47.26 (contributed +0.046 to fraud score) | unique_physicians = 1.0 (contributed +0.003 to fraud score) | inpatient_ratio = 0.0 (contributed +0.001 to fraud score)
PRV57246,No Fraud,0.0014,No action needed,std_claim_amount = 1293.22 (contributed +0.193 to fraud score) | unique_physicians = 1.0 (contributed +0.051 to fraud score) | inpatient_ratio = 0.0 (contributed +0.011 to fraud score)
PRV54867,No Fraud,0.0014,No action needed,inpatient_ratio = 0.0 (contributed +0.027 to fraud score) | unique_physicians = 1.0 (contributed +0.011 to fraud score)
PRV52143,No Fraud,0.0014,No action needed,avg_claim_amount = 487.65 (contributed +0.17 to fraud score) | total_claims = 17.0 (contributed +0.139 to fraud score) | num_outpatient_claims = 17.0 (contributed +0.083 to fraud score)
PRV57462,No Fraud,0.0014,No action needed,unique_physicians = 3.0 (contributed +0.019 to fraud score) | max_claim_amount = 300.0 (contributed +0.006 to fraud score)
PRV52766,No Fraud,0.0014,No action needed,avg_claim_duration = 0.0 (contributed +0.252 to fraud score) | std_claim_amount = 300.24 (contributed +0.052 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.015 to fraud score)
PRV56004,No Fraud,0.0014,No action needed,std_claim_amount = 1457.29 (contributed +0.096 to fraud score) | inpatient_ratio = 0.0 (contributed +0.01 to fraud score)
PRV52963,No Fraud,0.0014,No action needed,max_claim_amount = 400.0 (contributed +0.073 to fraud score)
PRV54645,No Fraud,0.0014,No action needed,avg_claim_duration = 0.0 (contributed +0.436 to fraud score) | avg_claim_amount = 505.0 (contributed +0.259 to fraud score)
PRV54581,No Fraud,0.0014,No action needed,avg_claim_duration = 0.0 (contributed +0.175 to fraud score) | unique_physicians = 5.0 (contributed +0.021 to fraud score)
PRV54664,No Fraud,0.0014,No action needed,avg_claim_duration = 0.0 (contributed +0.378 to fraud score) | avg_patient_age = 71.5 (contributed +0.042 to fraud score) | inpatient_ratio = 0.0 (contributed +0.012 to fraud score)
PRV57724,No Fraud,0.0014,No action needed,avg_claim_duration = 0.0 (contributed +0.171 to fraud score)
PRV51117,No Fraud,0.0014,No action needed,unique_physicians = 4.0 (contributed +0.101 to fraud score) | avg_num_diagnosis_codes = 2.33 (contributed +0.078 to fraud score) | max_claim_amount = 1400.0 (contributed +0.04 to fraud score)
PRV55750,No Fraud,0.0013,No action needed,avg_patient_age = 71.2 (contributed +0.201 to fraud score) | unique_physicians = 3.0 (contributed +0.102 to fraud score)
PRV55772,No Fraud,0.0013,No action needed,unique_physicians = 3.0 (contributed +0.069 to fraud score)
PRV56996,No Fraud,0.0013,No action needed,unique_physicians = 2.0 (contributed +0.021 to fraud score) | max_claim_amount = 700.0 (contributed +0.019 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.008 to fraud score)
PRV51819,No Fraud,0.0013,No action needed,unique_physicians = 1.0 (contributed +0.046 to fraud score)
PRV51769,No Fraud,0.0013,No action needed,unique_physicians = 7.0 (contributed +0.049 to fraud score)
PRV51774,No Fraud,0.0013,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV54207,No Fraud,0.0013,No action needed,unique_patients = 32.0 (contributed +0.076 to fraud score) | claims_per_patient = 1.28 (contributed +0.045 to fraud score) | num_outpatient_claims = 41.0 (contributed +0.007 to fraud score)
PRV53206,No Fraud,0.0013,No action needed,claims_per_patient = 1.5 (contributed +0.297 to fraud score) | max_claim_amount = 500.0 (contributed +0.042 to fraud score)
PRV55618,No Fraud,0.0013,No action needed,claims_per_physician = 13.0 (contributed +0.096 to fraud score) | avg_claim_duration = 0.0 (contributed +0.061 to fraud score) | num_outpatient_claims = 13.0 (contributed +0.011 to fraud score)
PRV53347,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.176 to fraud score) | unique_physicians = 3.0 (contributed +0.023 to fraud score)
PRV54672,No Fraud,0.0013,No action needed,claims_per_patient = 1.43 (contributed +0.097 to fraud score) | unique_physicians = 4.0 (contributed +0.033 to fraud score) | avg_claim_duration = 3.4 (contributed +0.008 to fraud score)
PRV57553,No Fraud,0.0013,No action needed,total_claims = 21.0 (contributed +0.158 to fraud score) | claims_per_patient = 1.05 (contributed +0.128 to fraud score)
PRV54551,No Fraud,0.0013,No action needed,max_claim_amount = 1300.0 (contributed +0.071 to fraud score) | unique_physicians = 1.0 (contributed +0.038 to fraud score)
PRV53818,No Fraud,0.0013,No action needed,max_claim_amount = 300.0 (contributed +0.025 to fraud score)
PRV53812,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.306 to fraud score) | max_claim_amount = 200.0 (contributed +0.279 to fraud score)
PRV52658,No Fraud,0.0013,No action needed,unique_patients = 36.0 (contributed +0.049 to fraud score)
PRV55796,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.11 to fraud score) | unique_physicians = 1.0 (contributed +0.002 to fraud score) | std_claim_amount = 213.69 (contributed +0.001 to fraud score)
PRV55803,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.108 to fraud score) | inpatient_ratio = 0.0 (contributed +0.011 to fraud score)
PRV57048,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.171 to fraud score) | unique_physicians = 2.0 (contributed +0.044 to fraud score)
PRV54166,No Fraud,0.0013,No action needed,total_claims = 20.0 (contributed +0.202 to fraud score)
PRV52795,No Fraud,0.0013,No action needed,total_claims = 19.0 (contributed +0.204 to fraud score) | claims_per_patient = 1.46 (contributed +0.095 to fraud score)
PRV52807,No Fraud,0.0013,No action needed,avg_claim_duration = 5.5 (contributed +0.208 to fraud score) | avg_claim_amount = 8500.0 (contributed +0.034 to fraud score) | total_claims = 2.0 (contributed +0.009 to fraud score)
PRV52464,No Fraud,0.0013,No action needed,total_claims = 2.0 (contributed +0.01 to fraud score)
PRV56596,No Fraud,0.0013,No action needed,total_claims = 18.0 (contributed +0.303 to fraud score) | avg_claim_amount = 230.0 (contributed +0.127 to fraud score) | num_outpatient_claims = 18.0 (contributed +0.008 to fraud score)
PRV53175,No Fraud,0.0013,No action needed,max_claim_amount = 300.0 (contributed +0.018 to fraud score)
PRV56950,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.414 to fraud score) | unique_physicians = 1.0 (contributed +0.004 to fraud score)
PRV51115,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.169 to fraud score) | unique_physicians = 3.0 (contributed +0.043 to fraud score)
PRV54029,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.21 to fraud score) | max_claim_amount = 300.0 (contributed +0.032 to fraud score)
PRV56880,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.226 to fraud score) | max_claim_amount = 200.0 (contributed +0.225 to fraud score) | inpatient_ratio = 0.0 (contributed +0.049 to fraud score)
PRV51672,No Fraud,0.0013,No action needed,inpatient_ratio = 0.0 (contributed +0.034 to fraud score) | max_claim_amount = 1800.0 (contributed +0.012 to fraud score) | unique_physicians = 3.0 (contributed +0.011 to fraud score)
PRV54403,No Fraud,0.0013,No action needed,num_outpatient_claims = 12.0 (contributed +0.008 to fraud score)
PRV53577,No Fraud,0.0013,No action needed,max_claim_amount = 900.0 (contributed +0.08 to fraud score) | unique_physicians = 2.0 (contributed +0.028 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.012 to fraud score)
PRV53501,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.213 to fraud score) | max_claim_amount = 300.0 (contributed +0.04 to fraud score) | inpatient_ratio = 0.0 (contributed +0.008 to fraud score)
PRV56860,No Fraud,0.0013,No action needed,std_claim_amount = 1336.58 (contributed +0.189 to fraud score) | avg_num_diagnosis_codes = 3.33 (contributed +0.023 to fraud score) | inpatient_ratio = 0.0 (contributed +0.019 to fraud score)
PRV54798,No Fraud,0.0013,No action needed,inpatient_ratio = 0.0 (contributed +0.062 to fraud score) | avg_patient_age = 83.6 (contributed +0.053 to fraud score) | unique_physicians = 1.0 (contributed +0.004 to fraud score)
PRV56194,No Fraud,0.0013,No action needed,claims_per_patient = 1.6 (contributed +0.197 to fraud score) | max_claim_amount = 1800.0 (contributed +0.079 to fraud score) | unique_physicians = 3.0 (contributed +0.035 to fraud score)
PRV57147,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.217 to fraud score) | unique_physicians = 3.0 (contributed +0.043 to fraud score)
PRV53741,No Fraud,0.0013,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV51601,No Fraud,0.0013,No action needed,unique_physicians = 6.0 (contributed +0.058 to fraud score) | avg_patient_age = 69.79 (contributed +0.018 to fraud score)
PRV53187,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.09 to fraud score)
PRV54800,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.28 to fraud score) | unique_physicians = 2.0 (contributed +0.067 to fraud score)
PRV56712,No Fraud,0.0013,No action needed,claims_per_patient = 2.0 (contributed +0.203 to fraud score) | std_claim_amount = 1419.05 (contributed +0.168 to fraud score) | inpatient_ratio = 0.5 (contributed +0.072 to fraud score)
PRV52710,No Fraud,0.0013,No action needed,total_claims = 28.0 (contributed +0.193 to fraud score) | max_claim_amount = 700.0 (contributed +0.104 to fraud score) | num_outpatient_claims = 28.0 (contributed +0.036 to fraud score)
PRV56681,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.097 to fraud score)
PRV56694,No Fraud,0.0013,No action needed,avg_claim_amount = 493.75 (contributed +0.141 to fraud score) | total_claims = 8.0 (contributed +0.066 to fraud score) | inpatient_ratio = 0.0 (contributed +0.01 to fraud score)
PRV57374,No Fraud,0.0013,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV52257,No Fraud,0.0013,No action needed,num_outpatient_claims = 15.0 (contributed +0.017 to fraud score)
PRV56836,No Fraud,0.0013,No action needed,unique_physicians = 2.0 (contributed +0.007 to fraud score)
PRV51096,No Fraud,0.0013,No action needed,avg_num_diagnosis_codes = 1.6 (contributed +0.015 to fraud score) | unique_physicians = 3.0 (contributed +0.006 to fraud score) | inpatient_ratio = 0.0 (contributed +0.002 to fraud score)
PRV51186,No Fraud,0.0013,No action needed,avg_claim_duration = 0.0 (contributed +0.097 to fraud score) | inpatient_ratio = 0.0 (contributed +0.007 to fraud score)
PRV56414,No Fraud,0.0013,No action needed,total_claims = 27.0 (contributed +0.201 to fraud score) | max_claim_amount = 1500.0 (contributed +0.079 to fraud score) | avg_claim_amount = 218.52 (contributed +0.012 to fraud score)
PRV55539,No Fraud,0.0012,No action needed,unique_physicians = 3.0 (contributed +0.075 to fraud score)
PRV51753,No Fraud,0.0012,No action needed,unique_physicians = 1.0 (contributed +0.007 to fraud score) | inpatient_ratio = 0.0 (contributed +0.003 to fraud score) | max_claim_amount = 700.0 (contributed +0.003 to fraud score)
PRV53780,No Fraud,0.0012,No action needed,total_claims = 26.0 (contributed +0.176 to fraud score) | num_outpatient_claims = 26.0 (contributed +0.009 to fraud score)
PRV55114,No Fraud,0.0012,No action needed,inpatient_ratio = 0.0 (contributed +0.027 to fraud score) | unique_physicians = 3.0 (contributed +0.018 to fraud score) | avg_num_diagnosis_codes = 3.23 (contributed +0.01 to fraud score)
PRV51725,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.342 to fraud score)
PRV57570,No Fraud,0.0012,No action needed,max_claim_amount = 300.0 (contributed +0.057 to fraud score)
PRV54295,No Fraud,0.0012,No action needed,avg_patient_age = 89.0 (contributed +0.565 to fraud score) | total_claims = 1.0 (contributed +0.036 to fraud score) | inpatient_ratio = 0.0 (contributed +0.011 to fraud score)
PRV57564,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.115 to fraud score)
PRV51781,No Fraud,0.0012,No action needed,total_claims = 24.0 (contributed +0.165 to fraud score) | max_claim_amount = 1000.0 (contributed +0.024 to fraud score) | unique_physicians = 1.0 (contributed +0.004 to fraud score)
PRV54523,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.244 to fraud score) | avg_patient_age = 83.0 (contributed +0.177 to fraud score) | inpatient_ratio = 0.0 (contributed +0.052 to fraud score)
PRV51225,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.195 to fraud score) | unique_physicians = 2.0 (contributed +0.027 to fraud score)
PRV51815,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.158 to fraud score) | unique_physicians = 1.0 (contributed +0.003 to fraud score)
PRV51215,No Fraud,0.0012,No action needed,max_claim_amount = 500.0 (contributed +0.075 to fraud score) | avg_patient_age = 80.8 (contributed +0.033 to fraud score)
PRV55751,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.187 to fraud score)
PRV54401,No Fraud,0.0012,No action needed,total_claims = 22.0 (contributed +0.169 to fraud score) | num_outpatient_claims = 22.0 (contributed +0.013 to fraud score) | max_claim_amount = 1400.0 (contributed +0.003 to fraud score)
PRV52577,No Fraud,0.0012,No action needed,total_claims = 8.0 (contributed +0.04 to fraud score)
PRV57743,No Fraud,0.0012,No action needed,avg_claim_amount = 543.75 (contributed +0.227 to fraud score)
PRV57516,No Fraud,0.0012,No action needed,max_claim_amount = 1500.0 (contributed +0.045 to fraud score) | avg_claim_amount = 229.0 (contributed +0.036 to fraud score)
PRV54198,No Fraud,0.0012,No action needed,max_claim_amount = 200.0 (contributed +0.177 to fraud score) | total_claims = 6.0 (contributed +0.002 to fraud score)
PRV55650,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.265 to fraud score) | avg_patient_age = 80.0 (contributed +0.014 to fraud score)
PRV54606,No Fraud,0.0012,No action needed,unique_physicians = 4.0 (contributed +0.022 to fraud score)
PRV55473,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.283 to fraud score) | avg_claim_amount = 225.0 (contributed +0.028 to fraud score)
PRV55493,No Fraud,0.0012,No action needed,unique_patients = 39.0 (contributed +0.031 to fraud score)
PRV54145,No Fraud,0.0012,No action needed,avg_num_diagnosis_codes = 2.33 (contributed +0.325 to fraud score) | std_claim_amount = 1364.78 (contributed +0.095 to fraud score) | avg_claim_amount = 1053.33 (contributed +0.002 to fraud score)
PRV56691,No Fraud,0.0012,No action needed,inpatient_ratio = 0.0 (contributed +0.052 to fraud score) | avg_patient_age = 84.25 (contributed +0.008 to fraud score)
PRV54703,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.178 to fraud score) | max_claim_amount = 200.0 (contributed +0.149 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.005 to fraud score)
PRV51437,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.221 to fraud score) | avg_claim_amount = 440.0 (contributed +0.083 to fraud score)
PRV55782,No Fraud,0.0012,No action needed,unique_physicians = 2.0 (contributed +0.052 to fraud score) | max_claim_amount = 1100.0 (contributed +0.018 to fraud score)
PRV51689,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.315 to fraud score)
PRV56981,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.172 to fraud score) | unique_physicians = 5.0 (contributed +0.007 to fraud score)
PRV53157,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.334 to fraud score) | std_claim_amount = 1421.28 (contributed +0.229 to fraud score)
PRV56189,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.195 to fraud score) | unique_physicians = 2.0 (contributed +0.038 to fraud score)
PRV53949,No Fraud,0.0012,No action needed,avg_patient_age = 70.4 (contributed +0.178 to fraud score) | unique_physicians = 5.0 (contributed +0.082 to fraud score)
PRV54068,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.11 to fraud score) | inpatient_ratio = 0.0 (contributed +0.009 to fraud score)
PRV53180,No Fraud,0.0012,No action needed,claims_per_patient = 1.25 (contributed +0.096 to fraud score)
PRV57302,No Fraud,0.0012,No action needed,avg_claim_amount = 3540.0 (contributed +0.006 to fraud score)
PRV51587,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.254 to fraud score) | unique_physicians = 5.0 (contributed +0.001 to fraud score)
PRV51505,No Fraud,0.0012,No action needed,inpatient_ratio = 0.0 (contributed +0.008 to fraud score) | num_outpatient_claims = 15.0 (contributed +0.006 to fraud score) | max_claim_amount = 900.0 (contributed +0.002 to fraud score)
PRV54109,No Fraud,0.0012,No action needed,total_claims = 16.0 (contributed +0.189 to fraud score) | unique_physicians = 2.0 (contributed +0.029 to fraud score)
PRV51465,No Fraud,0.0012,No action needed,avg_claim_amount = 557.14 (contributed +0.234 to fraud score) | unique_physicians = 7.0 (contributed +0.003 to fraud score)
PRV53520,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.061 to fraud score) | inpatient_ratio = 0.0 (contributed +0.04 to fraud score) | unique_physicians = 1.0 (contributed +0.002 to fraud score)
PRV51630,No Fraud,0.0012,No action needed,claims_per_physician = 1.25 (contributed +0.295 to fraud score) | inpatient_ratio = 0.2 (contributed +0.094 to fraud score)
PRV55302,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.226 to fraud score) | max_claim_amount = 400.0 (contributed +0.002 to fraud score)
PRV57278,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.413 to fraud score) | unique_physicians = 2.0 (contributed +0.07 to fraud score)
PRV53641,No Fraud,0.0012,No action needed,max_claim_amount = 1700.0 (contributed +0.017 to fraud score) | unique_physicians = 1.0 (contributed +0.014 to fraud score)
PRV53649,No Fraud,0.0012,No action needed,total_claims = 27.0 (contributed +0.152 to fraud score) | num_outpatient_claims = 27.0 (contributed +0.018 to fraud score)
PRV54870,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.298 to fraud score)
PRV54002,No Fraud,0.0012,No action needed,max_claim_amount = 800.0 (contributed +0.039 to fraud score) | unique_physicians = 3.0 (contributed +0.024 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.015 to fraud score)
PRV53506,No Fraud,0.0012,No action needed,avg_claim_amount = 500.0 (contributed +0.228 to fraud score) | avg_claim_duration = 0.0 (contributed +0.14 to fraud score) | inpatient_ratio = 0.0 (contributed +0.047 to fraud score)
PRV51709,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.168 to fraud score) | avg_patient_age = 70.7 (contributed +0.116 to fraud score) | unique_physicians = 9.0 (contributed +0.082 to fraud score)
PRV53966,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.21 to fraud score) | inpatient_ratio = 0.0 (contributed +0.005 to fraud score)
PRV53995,No Fraud,0.0012,No action needed,max_claim_amount = 300.0 (contributed +0.087 to fraud score) | inpatient_ratio = 0.0 (contributed +0.012 to fraud score)
PRV56063,No Fraud,0.0012,No action needed,claims_per_physician = 11.0 (contributed +0.108 to fraud score) | max_claim_amount = 400.0 (contributed +0.042 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.002 to fraud score)
PRV52853,No Fraud,0.0012,No action needed,total_claims = 29.0 (contributed +0.154 to fraud score)
PRV54941,No Fraud,0.0012,No action needed,total_claims = 18.0 (contributed +0.268 to fraud score) | num_outpatient_claims = 18.0 (contributed +0.014 to fraud score) | num_inpatient_claims = 0.0 (contributed +0.0 to fraud score)
PRV51147,No Fraud,0.0012,No action needed,unique_patients = 32.0 (contributed +0.055 to fraud score)
PRV57662,No Fraud,0.0012,No action needed,std_claim_amount = 1281.87 (contributed +0.347 to fraud score) | avg_claim_duration = 0.0 (contributed +0.303 to fraud score)
PRV56387,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.181 to fraud score) | inpatient_ratio = 0.0 (contributed +0.052 to fraud score)
PRV57671,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.207 to fraud score)
PRV51122,No Fraud,0.0012,No action needed,avg_claim_duration = 0.0 (contributed +0.282 to fraud score) | unique_physicians = 7.0 (contributed +0.067 to fraud score)
PRV51109,No Fraud,0.0011,No action needed,avg_claim_duration = 6.33 (contributed +0.239 to fraud score) | total_deductible_paid = 3204.0 (contributed +0.188 to fraud score) | avg_claim_amount = 6000.0 (contributed +0.058 to fraud score)
PRV56090,No Fraud,0.0011,No action needed,unique_physicians = 5.0 (contributed +0.048 to fraud score) | max_claim_amount = 500.0 (contributed +0.027 to fraud score) | num_outpatient_claims = 12.0 (contributed +0.015 to fraud score)
PRV56369,No Fraud,0.0011,No action needed,avg_claim_duration = 1.0 (contributed +0.258 to fraud score) | inpatient_ratio = 0.0 (contributed +0.042 to fraud score)
PRV55760,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.401 to fraud score)
PRV52774,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.251 to fraud score)
PRV55674,No Fraud,0.0011,No action needed,avg_claim_amount = 554.44 (contributed +0.212 to fraud score) | claims_per_patient = 1.12 (contributed +0.079 to fraud score) | avg_num_diagnosis_codes = 3.44 (contributed +0.069 to fraud score)
PRV54020,No Fraud,0.0011,No action needed,max_claim_amount = 800.0 (contributed +0.04 to fraud score) | unique_physicians = 1.0 (contributed +0.005 to fraud score)
PRV51655,No Fraud,0.0011,No action needed,inpatient_ratio = 0.0 (contributed +0.049 to fraud score)
PRV52456,No Fraud,0.0011,No action needed,unique_physicians = 1.0 (contributed +0.014 to fraud score)
PRV53646,No Fraud,0.0011,No action needed,unique_physicians = 1.0 (contributed +0.041 to fraud score) | std_claim_amount = 5.77 (contributed +0.026 to fraud score)
PRV53681,No Fraud,0.0011,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV51720,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.192 to fraud score)
PRV51713,No Fraud,0.0011,No action needed,unique_physicians = 2.0 (contributed +0.057 to fraud score) | max_claim_amount = 500.0 (contributed +0.049 to fraud score) | num_outpatient_claims = 13.0 (contributed +0.015 to fraud score)
PRV51645,No Fraud,0.0011,No action needed,avg_patient_age = 71.4 (contributed +0.222 to fraud score) | unique_physicians = 5.0 (contributed +0.081 to fraud score)
PRV54196,No Fraud,0.0011,No action needed,unique_physicians = 2.0 (contributed +0.021 to fraud score)
PRV56050,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.239 to fraud score) | avg_patient_age = 88.0 (contributed +0.149 to fraud score) | inpatient_ratio = 0.0 (contributed +0.016 to fraud score)
PRV57583,No Fraud,0.0011,No action needed,avg_claim_amount = 220.0 (contributed +0.114 to fraud score)
PRV55584,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.332 to fraud score) | inpatient_ratio = 0.0 (contributed +0.052 to fraud score)
PRV53619,No Fraud,0.0011,No action needed,unique_physicians = 2.0 (contributed +0.067 to fraud score) | avg_num_diagnosis_codes = 1.5 (contributed +0.026 to fraud score)
PRV56522,No Fraud,0.0011,No action needed,inpatient_ratio = 0.0 (contributed +0.002 to fraud score)
PRV52082,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.269 to fraud score) | unique_physicians = 5.0 (contributed +0.004 to fraud score)
PRV55810,No Fraud,0.0011,No action needed,avg_patient_age = 71.0 (contributed +0.092 to fraud score) | avg_claim_duration = 11.0 (contributed +0.079 to fraud score) | avg_claim_amount = 12000.0 (contributed +0.038 to fraud score)
PRV53125,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.322 to fraud score) | unique_physicians = 2.0 (contributed +0.067 to fraud score)
PRV53901,No Fraud,0.0011,No action needed,num_outpatient_claims = 14.0 (contributed +0.006 to fraud score)
PRV53085,No Fraud,0.0011,No action needed,inpatient_ratio = 0.0 (contributed +0.013 to fraud score)
PRV51871,No Fraud,0.0011,No action needed,total_claims = 30.0 (contributed +0.173 to fraud score) | num_outpatient_claims = 30.0 (contributed +0.005 to fraud score) | max_claim_amount = 1100.0 (contributed +0.003 to fraud score)
PRV53513,No Fraud,0.0011,No action needed,avg_claim_amount = 9000.0 (contributed +0.231 to fraud score) | avg_claim_duration = 4.0 (contributed +0.054 to fraud score)
PRV55436,No Fraud,0.0011,No action needed,avg_claim_amount = 220.91 (contributed +0.121 to fraud score) | num_outpatient_claims = 11.0 (contributed +0.007 to fraud score)
PRV54180,No Fraud,0.0011,No action needed,avg_claim_duration = 0.0 (contributed +0.227 to fraud score) | unique_physicians = 1.0 (contributed +0.01 to fraud score)
PRV56603,No Fraud,0.0011,No action needed,std_claim_amount = 2980.08 (contributed +0.054 to fraud score)
PRV53393,No Fraud,0.0011,No action needed,avg_claim_amount = 1834.0 (contributed +0.04 to fraud score) | inpatient_ratio = 0.4 (contributed +0.033 to fraud score)
PRV54181,No Fraud,0.0011,No action needed,No strong fraud-pushing features; flagged mainly by baseline risk level.
PRV51572,No Fraud,0.0011,No action needed,avg_claim_amount = 1427.5 (contributed +0.022 to fraud score)
